"UM_CODE";"UM_NAMEF";"global_id";"UM_NAMES";"UM_TRANS";"UM_TYPE";"UM_TM";"UM_TE";"UM_KLADR";
"008880";"1-й Ирининский переулок";"58481065";"1-й Ирининский пер.";"Pervy'j Irininskij pereulok";"002";"";"0102";"77000000000706300";
"008890";"2-й Ирининский переулок";"58481066";"2-й Ирининский пер.";"Vtoroj Irininskij pereulok";"002";"";"0102";"77000000000362200";
"008891";"3-й Ирининский переулок";"58481067";"3-й Ирининский пер.";"Tretij Irininskij pereulok";"002";"";"0102";"77000000000362300";
"008910";"Иркутская улица";"58481068";"Иркутская ул.";"Irkutskaya ulicza";"001";"";"0406";"77000000000139700";
"008920";"1-й Иртышский проезд";"58481069";"1-й Иртышский пр.";"Pervy'j Irty'shskij proezd";"003";"";"0406";"77000000000331600";
"008930";"2-й Иртышский проезд";"58481070";"2-й Иртышский пр.";"Vtoroj Irty'shskij proezd";"003";"";"0406";"77000000000139800";
"008935";"улица Исаковского";"58481071";"ул. Исаковского";"ulicza Isakovskogo";"001";"";"0905";"77000000000139900";
"008940";"улица Искры";"58481072";"ул. Искры";"ulicza Iskry'";"001";"";"0303";"77000000000140000";
"008950";"проезд Воскресенские Ворота";"58481073";"пр. Воскресенские Ворота";"proezd Voskresenskie Vorota";"003";"";"0108";"77000000000702300";
"008960";"Истринская улица";"58481074";"Истринская ул.";"Istrinskaya ulicza";"001";"";"0807";"77000000000140200";
"008970";"1-я Кабельная улица";"58481075";"1-я Кабельная ул.";"Pervaya Kabel`naya ulicza";"001";"";"0507";"77000000000024300";
"008980";"2-я Кабельная улица";"58481076";"2-я Кабельная ул.";"Vtoraya Kabel`naya ulicza";"001";"";"0507";"77000000000024400";
"008990";"3-я Кабельная улица";"58481077";"3-я Кабельная ул.";"Tret`ya Kabel`naya ulicza";"001";"";"0507";"77000000000024500";
"009000";"4-я Кабельная улица";"58481078";"4-я Кабельная ул.";"Chetvyortaya Kabel`naya ulicza";"001";"";"0507";"77000000000024600";
"009010";"5-я Кабельная улица";"58481079";"5-я Кабельная ул.";"Pyataya Kabel`naya ulicza";"001";"";"0507";"77000000000024700";
"009020";"1-й Кабельный проезд";"58481080";"1-й Кабельный пр.";"Pervy'j Kabel`ny'j proezd";"003";"";"0507";"77000000000024800";
"009030";"2-й Кабельный проезд";"58481081";"2-й Кабельный пр.";"Vtoroj Kabel`ny'j proezd";"003";"";"0507";"77000000000024900";
"009035";"площадь Амилкара Кабрала";"58481082";"пл. Амилкара Кабрала";"ploshhad` Amilkara Kabrala";"004";"";"0404";"77000000000351800";
"009040";"Кавказский бульвар";"58481083";"Кавказский бульв.";"Kavkazskij bul`var";"008";"";"0618";"77000000000049100";
"009050";"Кадашёвская набережная";"58481084";"Кадашёвская наб.";"Kadashyovskaya naberezhnaya";"005";"";"0103;0110";"77000000000140400";
"009060";"1-й Кадашёвский переулок";"58481085";"1-й Кадашёвский пер.";"Pervy'j Kadashyovskij pereulok";"002";"";"0110";"77000000000140500";
"009070";"2-й Кадашёвский переулок";"58481086";"2-й Кадашёвский пер.";"Vtoroj Kadashyovskij pereulok";"002";"";"0110";"77000000000140600";
"009071";"3-й Кадашёвский переулок";"58481087";"3-й Кадашёвский пер.";"Tretij Kadashyovskij pereulok";"002";"";"0110";"77000000000140700";
"009080";"Кадашёвский тупик";"58481088";"Кадашёвский туп.";"Kadashyovskij tupik";"007";"";"0110";"77000000000140800";
"009090";"проезд Кадомцева";"58481089";"пр. Кадомцева";"proezd Kadomczeva";"003";"";"0312";"77000000000140900";
"009095";"улица Кадырова";"58481090";"ул. Кадырова";"ulicza Kady'rova";"001";"";"0711";"77000000000731000";
"009100";"улица Казакова";"58481091";"ул. Казакова";"ulicza Kazakova";"001";"";"0102";"77000000000141000";
"009110";"Казанский переулок";"58481092";"Казанский пер.";"Kazanskij pereulok";"002";"";"0110";"77000000000141100";
"009120";"1-й Казанский просек";"58481093";"1-й Казанский просек";"Pervy'j Kazanskij prosek";"014";"";"0513";"77000000000000600";
"009121";"2-й Казанский просек";"58481094";"2-й Казанский просек";"Vtoroj Kazanskij prosek";"014";"";"0513";"77000000000432300";
"009140";"Казарменный переулок";"58481095";"Казарменный пер.";"Kazarmenny'j pereulok";"002";"";"0102";"77000000000141200";
"009150";"1-й Казачий переулок";"58481096";"1-й Казачий пер.";"Pervy'j Kazachij pereulok";"002";"";"0110";"77000000000141300";
"009160";"2-й Казачий переулок";"58481097";"2-й Казачий пер.";"Vtoroj Kazachij pereulok";"002";"";"0110";"77000000000141400";
"009175";"Малый Каковинский переулок";"58481099";"М. Каковинский пер.";"Maly'j Kakovinskij pereulok";"002";"";"0101";"77000000000141500";
"009180";"Каланчёвская улица";"58481100";"Каланчёвская ул.";"Kalanchyovskaya ulicza";"001";"";"0104";"77000000000063600";
"009190";"Каланчёвский тупик";"58481101";"Каланчёвский туп.";"Kalanchyovskij tupik";"007";"";"0104";"77000000000063700";
"009200";"Калашный переулок";"58481102";"Калашный пер.";"Kalashny'j pereulok";"002";"";"0101;0106";"77000000000141600";
"009210";"Калибровская улица";"58481103";"Калибровская ул.";"Kalibrovskaya ulicza";"001";"";"0310";"77000000000141700";
"009250";"Большая Калитниковская улица";"58481104";"Б. Калитниковская ул.";"Bol`shaya Kalitnikovskaya ulicza";"001";"";"0107";"77000000000025100";
"009260";"Малая Калитниковская улица";"58481105";"М. Калитниковская ул.";"Malaya Kalitnikovskaya ulicza";"001";"";"0107;0510";"77000000000141900";
"009270";"Средняя Калитниковская улица";"58481106";"Ср. Калитниковская ул.";"Srednyaya Kalitnikovskaya ulicza";"001";"";"0107;0510";"77000000000025200";
"009280";"Большой Калитниковский проезд";"58481107";"Б. Калитниковский пр.";"Bol`shoj Kalitnikovskij proezd";"003";"";"0107";"77000000000364500";
"009290";"Малый Калитниковский проезд";"58481108";"М. Калитниковский пр.";"Maly'j Kalitnikovskij proezd";"003";"";"0107";"77000000000364600";
"009300";"Калошин переулок";"58481109";"Калошин пер.";"Kaloshin pereulok";"002";"";"0101";"77000000000142100";
"009320";"Малая Калужская улица";"58481110";"М. Калужская ул.";"Malaya Kaluzhskaya ulicza";"001";"";"0610";"77000000000142200";
"009330";"Малый Калужский переулок";"58481111";"М. Калужский пер.";"Maly'j Kaluzhskij pereulok";"002";"";"0610";"77000000000364800";
"009340";"Калмыков переулок";"58481112";"Калмыков пер.";"Kalmy'kov pereulok";"002";"";"0105";"77000000000364700";
"009350";"Долгоруковская улица";"58481113";"Долгоруковская ул.";"Dolgorukovskaya ulicza";"001";"";"0108";"77000000000716200";
"009360";"улица Каманина";"58481114";"ул. Каманина";"ulicza Kamanina";"001";"";"0306";"77000000000142500";
"009390";"улица Большие Каменщики";"58481115";"ул. Б. Каменщики";"ulicza Bol`shie Kamenshhiki";"001";"";"0107";"77000000000142700";
"009400";"улица Малые Каменщики";"58481116";"ул. М. Каменщики";"ulicza Maly'e Kamenshhiki";"001";"";"0107";"77000000000142800";
"009405";"улица Камова";"58481118";"ул. Камова";"ulicza Kamova";"001";"";"0409";"77000000000039700";
"009410";"Камчатская улица";"58481119";"Камчатская ул.";"Kamchatskaya ulicza";"001";"";"0406";"77000000000143000";
"009415";"Канатчиковский проезд";"58481120";"Канатчиковский пр.";"Kanatchikovskij proezd";"003";"";"0610";"77000000000365000";
"009420";"Кантемировская улица";"58481121";"Кантемировская ул.";"Kantemirovskaya ulicza";"001";"";"0612;0618;0615";"77000000000049200";
"009430";"Капельский переулок";"58481122";"Капельский пер.";"Kapel`skij pereulok";"002";"";"0105";"77000000000143100";
"009440";"улица Академика Капицы";"58481123";"ул. Академика Капицы";"ulicza Akademika Kapiczy'";"001";"";"0704";"77000000000143200";
"009441";"улица Сергея Капицы";"58481124";"ул. Сергея Капицы";"ulicza Sergeya Kapiczy'";"001";"";"0702";"77000000000756500";
"009450";"1-й Капотнинский проезд";"58481125";"1-й Капотнинский пр.";"Pervy'j Kapotninskij proezd";"003";"";"0505";"77000000000365100";
"009455";"2-й Капотнинский проезд";"58481126";"2-й Капотнинский пр.";"Vtoroj Kapotninskij proezd";"003";"";"0505";"77000000000735100";
"009460";"улица Капотня";"58481127";"ул. Капотня";"ulicza Kapotnya";"001";"";"0505";"77000000000733300";
"009470";"переулок Капранова";"58481128";"пер. Капранова";"pereulok Kapranova";"002";"";"0106";"77000000000143300";
"009485";"проезд Карамзина";"58481129";"пр. Карамзина";"proezd Karamzina";"003";"";"0712";"77000000000143400";
"009500";"Карамышевская набережная";"58481130";"Карамышевская наб.";"Karamy'shevskaya naberezhnaya";"005";"";"0906";"77000000000143500";
"009510";"Карамышевский проезд";"58481131";"Карамышевский пр.";"Karamy'shevskij proezd";"003";"";"0906";"77000000000143600";
"009520";"Карачаровская улица";"58481133";"Карачаровская ул.";"Karacharovskaya ulicza";"001";"";"0510";"77000000000365300";
"009530";"1-я Карачаровская улица";"58481134";"1-я Карачаровская ул.";"Pervaya Karacharovskaya ulicza";"001";"";"0510";"77000000000002200";
"009540";"2-я Карачаровская улица";"58481135";"2-я Карачаровская ул.";"Vtoraya Karacharovskaya ulicza";"001";"";"0510";"77000000000002300";
"009550";"3-я Карачаровская улица";"58481136";"3-я Карачаровская ул.";"Tret`ya Karacharovskaya ulicza";"001";"";"0510";"77000000000002400";
"009570";"2-й Карачаровский проезд";"58481137";"2-й Карачаровский пр.";"Vtoroj Karacharovskij proezd";"003";"";"0510";"77000000000002100";
"009580";"1-й Карачаровский проезд";"58481138";"1-й Карачаровский пр.";"Pervy'j Karacharovskij proezd";"003";"";"0510";"77000000000143700";
"009590";"Карачаровское шоссе";"58481139";"Карачаровское ш.";"Karacharovskoe shosse";"006";"";"0510";"77000000000002500";
"009610";"бульвар Генерала Карбышева";"58481140";"бульв. Генерала Карбышева";"bul`var Generala Karby'sheva";"008";"";"0906";"77000000000143800";
"009615";"Каргопольская улица";"58481141";"Каргопольская ул.";"Kargopol`skaya ulicza";"001";"";"0311";"77000000000143900";
"009620";"Карелин проезд";"58481142";"Карелин пр.";"Karelin proezd";"003";"";"0108";"77000000000403700";
"009630";"Карельский бульвар";"58481143";"Карельский бульв.";"Karel`skij bul`var";"008";"";"0208";"77000000000144000";
"009640";"Малый Каретный переулок";"58481144";"М. Каретный пер.";"Maly'j Karetny'j pereulok";"002";"";"0108";"77000000000055000";
"009650";"Средний Каретный переулок";"58481145";"Ср. Каретный пер.";"Srednij Karetny'j pereulok";"002";"";"0108";"77000000000055100";
"009660";"улица Каретный Ряд";"58481146";"ул. Каретный Ряд";"ulicza Karetny'j Ryad";"001";"";"0108";"77000000000055200";
"009670";"Старая Басманная улица";"58481147";"Ст. Басманная ул.";"Staraya Basmannaya ulicza";"001";"";"0102";"77000000000702400";
"009680";"Карманицкий переулок";"58481148";"Карманицкий пер.";"Karmaniczkij pereulok";"002";"";"0101";"77000000000144500";
"009690";"улица Карьер";"58481149";"ул. Карьер";"ulicza Kar`er";"001";"";"0701";"77000000000144600";
"009700";"Карьерная улица";"58481150";"Карьерная ул.";"Kar`ernaya ulicza";"001";"";"0813";"77000000000144700";
"009704";"1-я Карпатская улица";"58481151";"1-я Карпатская ул.";"Pervaya Karpatskaya ulicza";"001";"";"0816";"77000000000365400";
"009705";"2-я Карпатская улица";"58481152";"2-я Карпатская ул.";"Vtoraya Karpatskaya ulicza";"001";"";"0816";"77000000000365500";
"009710";"улица Касаткина";"58481153";"ул. Касаткина";"ulicza Kasatkina";"001";"";"0301";"77000000000144800";
"009720";"Касимовская улица";"58481154";"Касимовская ул.";"Kasimovskaya ulicza";"001";"";"0606";"77000000000049300";
"009725";"Каскадная улица";"58481155";"Каскадная ул.";"Kaskadnaya ulicza";"001";"";"0409";"77000000000039800";
"009750";"Каспийская улица";"58481157";"Каспийская ул.";"Kaspijskaya ulicza";"001";"";"0612;0618";"77000000000049400";
"009760";"Кастанаевская улица";"58481158";"Кастанаевская ул.";"Kastanaevskaya ulicza";"001";"";"0818;0819";"77000000000145000";
"009765";"улица Маршала Катукова";"58481159";"ул. Маршала Катукова";"ulicza Marshala Katukova";"001";"";"0905";"77000000000145100";
"009770";"улица Каховка";"58481160";"ул. Каховка";"ulicza Kaxovka";"001";"";"0703;0710";"77000000000145200";
"009780";"Качалинская улица";"58481161";"Качалинская ул.";"Kachalinskaya ulicza";"001";"";"0107";"77000000000145300";
"009790";"Малая Никитская улица";"58481162";"М. Никитская ул.";"Malaya Nikitskaya ulicza";"001";"";"0106";"77000000000712100";
"009807";"улица Наташи Качуевской";"58481163";"ул. Наташи Качуевской";"ulicza Natashi Kachuevskoj";"001";"";"0409";"77000000000739300";
"009810";"улица Кашёнкин Луг";"58481164";"ул. Кашёнкин Луг";"ulicza Kashyonkin Lug";"001";"";"0308";"77000000000145500";
"009815";"Каширский проезд";"58481165";"Каширский пр.";"Kashirskij proezd";"003";"";"0612;0613";"77000000000049500";
"009830";"Каширское шоссе";"58481166";"Каширское ш.";"Kashirskoe shosse";"006";"";"0612;0613;0616;0617";"77000000000049600";
"009870";"1-я Квесисская улица";"58481168";"1-я Квесисская ул.";"Pervaya Kvesisskaya ulicza";"001";"";"0213";"77000000000145600";
"009880";"2-я Квесисская улица";"58481169";"2-я Квесисская ул.";"Vtoraya Kvesisskaya ulicza";"001";"";"0213";"77000000000145700";
"009890";"улица Кедрова";"58481170";"ул. Кедрова";"ulicza Kedrova";"001";"";"0701";"77000000000145800";
"009895";"площадь Академика Келдыша";"58481171";"пл. Академика Келдыша";"ploshhad` Akademika Keldy'sha";"004";"";"0704;0707";"77000000000146000";
"009900";"Керамический проезд";"58481172";"Керамический пр.";"Keramicheskij proezd";"003";"";"0206";"77000000000146100";
"009910";"Керченская улица";"58481173";"Керченская ул.";"Kerchenskaya ulicza";"001";"";"0703";"77000000000146200";
"009920";"Кетчерская улица";"58481174";"Кетчерская ул.";"Ketcherskaya ulicza";"001";"";"0404";"77000000000039900";
"009950";"улица Кибальчича";"58481175";"ул. Кибальчича";"ulicza Kibal`chicha";"001";"";"0301";"77000000000146300";
"009970";"Киевская улица";"58481176";"Киевская ул.";"Kievskaya ulicza";"001";"";"0805";"77000000000146400";
"009980";"площадь Киевского Вокзала";"58481177";"пл. Киевского Вокзала";"ploshhad` Kievskogo Vokzala";"004";"";"0805";"77000000000146500";
"009985";"Киевское шоссе";"58481178";"Киевское ш.";"Kievskoe shosse";"006";"";"0813";"77000000000432400";
"009990";"улица Кипренского";"58481179";"ул. Кипренского";"ulicza Kiprenskogo";"001";"";"0214";"77000000000331800";
"010000";"площадь Мартина Лютера Кинга";"58481180";"пл. Мартина Лютера Кинга";"ploshhad` Martina Lyutera Kinga";"004";"";"0704";"77000000000371300";
"010020";"проезд Кирова";"58481181";"пр. Кирова";"proezd Kirova";"003";"";"0508";"77000000000017600";
"010030";"Мясницкая улица";"58481182";"Мясницкая ул.";"Myasniczkaya ulicza";"001";"";"0102;0104";"77000000000711900";
"010040";"Кировоградская улица";"58481183";"Кировоградская ул.";"Kirovogradskaya ulicza";"001";"";"0619;0620;0621";"77000000000146800";
"010050";"Кировоградский проезд";"58481184";"Кировоградский пр.";"Kirovogradskij proezd";"003";"";"0621;0620";"77000000000146900";
"010060";"улица Кирпичные Выемки";"58481185";"ул. Кирпичные Выемки";"ulicza Kirpichny'e Vy'emki";"001";"";"0621";"77000000000365700";
"010070";"3-й Кирпичный переулок";"58481186";"3-й Кирпичный пер.";"Tretij Kirpichny'j pereulok";"002";"";"0417";"77000000000365800";
"010080";"Мясницкий проезд";"58481187";"Мясницкий пр.";"Myasniczkij proezd";"003";"";"0102;0104";"77000000000702800";
"010090";"Кирпичная улица";"58481188";"Кирпичная ул.";"Kirpichnaya ulicza";"001";"";"0417";"77000000000147100";
"010100";"1-й Кирпичный переулок";"58481189";"1-й Кирпичный пер.";"Pervy'j Kirpichny'j pereulok";"002";"";"0417";"77000000000147200";
"010110";"Большой Кисельный переулок";"58481190";"Б. Кисельный пер.";"Bol`shoj Kisel`ny'j pereulok";"002";"";"0105";"77000000000147300";
"010120";"Малый Кисельный переулок";"58481191";"М. Кисельный пер.";"Maly'j Kisel`ny'j pereulok";"002";"";"0105";"77000000000147400";
"010130";"Кисельный тупик";"58481192";"Кисельный туп.";"Kisel`ny'j tupik";"007";"";"0105";"77000000000147600";
"010150";"Нижний Кисловский переулок";"58481193";"Нижн. Кисловский пер.";"Nizhnij Kislovskij pereulok";"002";"";"0101;0106";"77000000000147700";
"010160";"Средний Кисловский переулок";"58481194";"Ср. Кисловский пер.";"Srednij Kislovskij pereulok";"002";"";"0106";"77000000000147800";
"010170";"Китайгородский проезд";"58481195";"Китайгородский пр.";"Kitajgorodskij proezd";"003";"";"0107;0108";"77000000000722300";
"010190";"Кленовый бульвар";"58481196";"Кленовый бульв.";"Klenovy'j bul`var";"008";"";"0614";"77000000000148000";
"010200";"улица Климашкина";"58481197";"ул. Климашкина";"ulicza Klimashkina";"001";"";"0106";"77000000000148100";
"010210";"Климентовский переулок";"58481198";"Климентовский пер.";"Klimentovskij pereulok";"002";"";"0103";"77000000000148200";
"010235";"Клинская улица";"58481199";"Клинская ул.";"Klinskaya ulicza";"001";"";"0216";"77000000000148300";
"010237";"Клинский проезд";"58481200";"Клинский пр.";"Klinskij proezd";"003";"";"0216";"77000000000709900";
"010240";"улица Клочкова";"58481201";"ул. Клочкова";"ulicza Klochkova";"001";"";"0819";"77000000000148400";
"010250";"Ключевая улица";"58481202";"Ключевая ул.";"Klyuchevaya ulicza";"001";"";"0608";"77000000000049700";
"010260";"Клязьминская улица";"58481203";"Клязьминская ул.";"Klyaz`minskaya ulicza";"001";"";"0208";"77000000000148500";
"010270";"Княжекозловский переулок";"58481204";"Княжекозловский пер.";"Knyazhekozlovskij pereulok";"002";"";"0507";"77000000000028600";
"010280";"Княжеская улица";"58481205";"Княжеская ул.";"Knyazheskaya ulicza";"001";"";"0816";"77000000000148600";
"010290";"улица Княжнина";"58481206";"ул. Княжнина";"ulicza Knyazhnina";"001";"";"0507";"77000000000029100";
"010300";"улица Софьи Ковалевской";"58481207";"ул. Софьи Ковалевской";"ulicza Sof`i Kovalevskoj";"001";"";"0208";"77000000000362500";
"010310";"Ковров переулок";"58481208";"Ковров пер.";"Kovrov pereulok";"002";"";"0107";"77000000000148700";
"010320";"улица Наташи Ковшовой";"58481209";"ул. Наташи Ковшовой";"ulicza Natashi Kovshovoj";"001";"";"0820";"77000000000332200";
"010330";"Ковылинский переулок";"58481210";"Ковылинский пер.";"Kovy'linskij pereulok";"002";"";"0415";"77000000000365900";
"010340";"площадь Викторио Кодовильи";"58481211";"пл. Викторио Кодовильи";"ploshhad` Viktorio Kodovil`i";"004";"";"0416";"77000000000354000";
"010350";"Кожевническая улица";"58481212";"Кожевническая ул.";"Kozhevnicheskaya ulicza";"001";"";"0103;0609";"77000000000148800";
"010360";"улица Кожевнический Вражек";"58481213";"ул. Кожевнический Вражек";"ulicza Kozhevnicheskij Vrazhek";"001";"";"0609";"77000000000323200";
"010370";"Кожевнический проезд";"58481214";"Кожевнический пр.";"Kozhevnicheskij proezd";"003";"";"0103";"77000000000149300";
"010375";"улица Маршала Кожедуба";"58481215";"ул. Маршала Кожедуба";"ulicza Marshala Kozheduba";"001";"";"0508";"77000000000724600";
"010380";"1-й Кожевнический переулок";"58481216";"1-й Кожевнический пер.";"Pervy'j Kozhevnicheskij pereulok";"002";"";"0609";"77000000000148900";
"010390";"2-й Кожевнический переулок";"58481217";"2-й Кожевнический пер.";"Vtoroj Kozhevnicheskij pereulok";"002";"";"0609";"77000000000149000";
"010401";"4-й Кожевнический переулок";"58481218";"4-й Кожевнический пер.";"Chetvyorty'j Kozhevnicheskij pereulok";"002";"";"0609";"77000000000149200";
"010410";"улица Василисы Кожиной";"58481219";"ул. Василисы Кожиной";"ulicza Vasilisy' Kozhinoj";"001";"";"0818";"77000000000093400";
"010420";"5-я Кожуховская улица";"58481220";"5-я Кожуховская ул.";"Pyataya Kozhuxovskaya ulicza";"001";"";"0515;0609";"77000000000018000";
"010430";"6-я Кожуховская улица";"58481221";"6-я Кожуховская ул.";"Shestaya Kozhuxovskaya ulicza";"001";"";"0515";"77000000000018100";
"010440";"7-я Кожуховская улица";"58481222";"7-я Кожуховская ул.";"Sed`maya Kozhuxovskaya ulicza";"001";"";"0515";"77000000000018200";
"010450";"1-й Кожуховский проезд";"58481224";"1-й Кожуховский пр.";"Pervy'j Kozhuxovskij proezd";"003";"";"0609";"77000000000149400";
"010460";"2-й Кожуховский проезд";"58481225";"2-й Кожуховский пр.";"Vtoroj Kozhuxovskij proezd";"003";"";"0609";"77000000000149500";
"010470";"3-й Кожуховский проезд";"58481226";"3-й Кожуховский пр.";"Tretij Kozhuxovskij proezd";"003";"";"0515";"77000000000018300";
"010490";"Малый Козихинский переулок";"58481227";"М. Козихинский пер.";"Maly'j Kozixinskij pereulok";"002";"";"0106";"77000000000149600";
"010500";"Козицкий переулок";"58481228";"Козицкий пер.";"Koziczkij pereulok";"002";"";"0108";"77000000000149700";
"010510";"Козлова улица";"58481229";"Козлова ул.";"Kozlova ulicza";"001";"";"0809";"77000000000149800";
"010520";"Большой Козловский переулок";"58481230";"Б. Козловский пер.";"Bol`shoj Kozlovskij pereulok";"002";"";"0102";"77000000000149900";
"010530";"Малый Козловский переулок";"58481231";"М. Козловский пер.";"Maly'j Kozlovskij pereulok";"002";"";"0102";"77000000000150000";
"010535";"улица Коккинаки";"58481232";"ул. Коккинаки";"ulicza Kokkinaki";"001";"";"0201";"77000000000150100";
"010536";"Коктебельская улица";"58481233";"Коктебельская ул.";"Koktebel`skaya ulicza";"001";"";"0708";"77000000000150200";
"010540";"Коленчатый переулок";"58481234";"Коленчатый пер.";"Kolenchaty'j pereulok";"002";"";"0213";"77000000000366200";
"010550";"Коллективный проезд";"58481235";"Коллективный пр.";"Kollektivny'j proezd";"003";"";"0618";"77000000000366300";
"010570";"улица Елены Колесовой";"58481236";"ул. Елены Колесовой";"ulicza Eleny' Kolesovoj";"001";"";"0820";"77000000000150300";
"010575";"улица Колобашкина";"58481237";"ул. Колобашкина";"ulicza Kolobashkina";"001";"";"0612";"77000000000779600";
"010590";"1-й Колобовский переулок";"58481238";"1-й Колобовский пер.";"Pervy'j Kolobovskij pereulok";"002";"";"0108";"77000000000055300";
"010600";"2-й Колобовский переулок";"58481239";"2-й Колобовский пер.";"Vtoroj Kolobovskij pereulok";"002";"";"0108";"77000000000055400";
"010610";"3-й Колобовский переулок";"58481240";"3-й Колобовский пер.";"Tretij Kolobovskij pereulok";"002";"";"0108";"77000000000055500";
"010620";"Колодезная улица";"58481241";"Колодезная ул.";"Kolodeznaya ulicza";"001";"";"0418";"77000000000150400";
"010630";"Колодезный переулок";"58481242";"Колодезный пер.";"Kolodezny'j pereulok";"002";"";"0418";"77000000000150500";
"010640";"Колокольников переулок";"58481243";"Колокольников пер.";"Kolokol`nikov pereulok";"002";"";"0105";"77000000000150600";
"010650";"Коломенская улица";"58481244";"Коломенская ул.";"Kolomenskaya ulicza";"001";"";"0614";"77000000000150800";
"010655";"Коломенская набережная";"58481245";"Коломенская наб.";"Kolomenskaya naberezhnaya";"005";"";"0614";"77000000000150700";
"010670";"Коломенский проезд";"58481246";"Коломенский пр.";"Kolomenskij proezd";"003";"";"0613";"77000000000049800";
"010690";"Колпачный переулок";"58481247";"Колпачный пер.";"Kolpachny'j pereulok";"002";"";"0102";"77000000000150900";
"010692";"Коломенское шоссе";"58481248";"Коломенское ш.";"Kolomenskoe shosse";"006";"";"0613";"77000000000366400";
"010695";"Колпинская улица";"58481249";"Колпинская ул.";"Kolpinskaya ulicza";"001";"";"0212";"77000000000151000";
"010700";"Большая Сухаревская площадь";"58481250";"Б. Сухаревская пл.";"Bol`shaya Suxarevskaya ploshhad`";"004";"";"0104;0105";"77000000000706400";
"010710";"Малая Сухаревская площадь";"58481251";"М. Сухаревская пл.";"Malaya Suxarevskaya ploshhad`";"004";"";"0105";"77000000000722700";
"010720";"площадь Колумба";"58481252";"пл. Колумба";"ploshhad` Kolumba";"004";"";"1012";"77000002000151100";
"010730";"Колхозная улица";"58481253";"Колхозная ул.";"Kolxoznaya ulicza";"001";"";"1011";"77000002007151200";
"010740";"Кольская улица";"58481254";"Кольская ул.";"Kol`skaya ulicza";"001";"";"0303;0313";"77000000000151500";
"010750";"улица Академика Комарова";"58481255";"ул. Академика Комарова";"ulicza Akademika Komarova";"001";"";"0308";"77000000000151600";
"010760";"площадь Космонавта Комарова";"58481256";"пл. Космонавта Комарова";"ploshhad` Kosmonavta Komarova";"004";"";"0201";"77000000000366500";
"010770";"улица Коминтерна";"58481257";"ул. Коминтерна";"ulicza Kominterna";"001";"";"0303;0307";"77000000000151700";
"010780";"Комиссариатский переулок";"58481258";"Комиссариатский пер.";"Komissariatskij pereulok";"002";"";"0103";"77000000000366600";
"010793";"Коммунарская улица";"58481259";"Коммунарская ул.";"Kommunarskaya ulicza";"001";"";"0711";"77000000000151800";
"010794";"Коммунистическая улица";"58481260";"Коммунистическая ул.";"Kommunisticheskaya ulicza";"001";"";"0711";"77000000000389600";
"010800";"улица Александра Солженицына";"58481261";"ул. Александра Солженицына";"ulicza Aleksandra Solzheniczy'na";"001";"";"0107";"77000000000151900";
"010810";"улица Станиславского";"58481262";"ул. Станиславского";"ulicza Stanislavskogo";"001";"";"0107";"77000000000734500";
"010820";"Коммунистический переулок";"58481263";"Коммунистический пер.";"Kommunisticheskij pereulok";"002";"";"0107";"77000000000366700";
"010830";"Суворовская площадь";"58481264";"Суворовская пл.";"Suvorovskaya ploshhad`";"004";"";"0105;0108";"77000000000702600";
"010840";"Композиторская улица";"58481265";"Композиторская ул.";"Kompozitorskaya ulicza";"001";"";"0101";"77000000000723300";
"010850";"Комсомольская площадь";"58481266";"Комсомольская пл.";"Komsomol`skaya ploshhad`";"004";"";"0104";"77000000000064000";
"010860";"Комсомольская улица";"58481267";"Комсомольская ул.";"Komsomol`skaya ulicza";"001";"";"0212";"77000000000152200";
"010870";"Большой Златоустинский переулок";"58481268";"Б. Златоустинский пер.";"Bol`shoj Zlatoustinskij pereulok";"002";"";"0102";"77000000000702900";
"010880";"Малый Златоустинский переулок";"58481269";"М. Златоустинский пер.";"Maly'j Zlatoustinskij pereulok";"002";"";"0102";"77000000000712200";
"010885";"проезд Комсомольской Площади";"58481270";"пр. Комсомольской Площади";"proezd Komsomol`skoj Ploshhadi";"003";"";"0104";"77000000000366800";
"010890";"Комсомольский проспект";"58481271";"Комсомольский просп.";"Komsomol`skij prospekt";"010";"";"0109";"77000000000152600";
"010895";"Конаковский проезд";"58481272";"Конаковский пр.";"Konakovskij proezd";"003";"";"0207";"77000000000152700";
"010900";"Большой Кондратьевский переулок";"58481273";"Б. Кондратьевский пер.";"Bol`shoj Kondrat`evskij pereulok";"002";"";"0106";"77000000000152800";
"010920";"Средний Кондратьевский переулок";"58481274";"Ср. Кондратьевский пер.";"Srednij Kondrat`evskij pereulok";"002";"";"0106";"77000000000152900";
"010930";"улица Кондратюка";"58481275";"ул. Кондратюка";"ulicza Kondratyuka";"001";"";"0310";"77000000000153000";
"010940";"Кондрашёвский тупик";"58481276";"Кондрашёвский туп.";"Kondrashyovskij tupik";"007";"";"0102";"77000000000366900";
"010945";"улица Маршала Конева";"58481277";"ул. Маршала Конева";"ulicza Marshala Koneva";"001";"";"0907";"77000000000153100";
"010946";"улица Конёнкова";"58481278";"ул. Конёнкова";"ulicza Konyonkova";"001";"";"0304";"77000000000153200";
"010950";"Конный переулок";"58481279";"Конный пер.";"Konny'j pereulok";"002";"";"0110;0610";"77000000000153300";
"010960";"улица Коновалова";"58481280";"ул. Коновалова";"ulicza Konovalova";"001";"";"0513";"77000000000000700";
